FORMATION_DIPLOME;NIVEAU_FORMATION_DIPLOME;GROUPE_SPECIALITE;LETTRE_SPECIALITE;ANCIEN_RECME;LIBELLE_COURT;LIBELLE_STAT_33;LIBELLE_LONG_200;DATE_OUVERTURE;DATE_FERMETURE;UNITE_CAPITALISABLE;DATE_PREMIERE_SESSION;DATE_DERNIERE_SESSION;DATE_ARRETE_CREATION;DATE_ARRETE_ABROGATION;DATE_ARRETE_MODIFICATION_1;DATE_ARRETE_MODIFICATION_2;DATE_ARRETE_MODIFICATION_3;DATE_ARRETE_MODIFICATION_4;DATE_ARRETE_MODIFICATION_5;DATE_ARRETE_MODIFICATION_6;DATE_ARRETE_MODIFICATION_7;DATE_ARRETE_MODIFICATION_8;DATE_ARRETE_MODIFICATION_9;DATE_ARRETE_MODIFICATION_10;COMMENTAIRE;NATURE_FORMATION_DIPLOME;GESTIONNAIRE_FORMATION_DIPLOME;DATE_INTERVENTION;ID_DOCUMENT;CITE_DOMAINE_FORMATION;NIVEAU_QUALIFICATION_RNCP
50031218;500;312;T;;CAP;FLEURISTE;FLEURISTE (CAP);01/09/2000;31/08/2019;O;2002;2019;04/09/2000;16/02/2018;04/08/2004;24/02/2010;12/12/2014;12/06/2015;;;;;;;REMPLACE LE CAP DE MÊME INTITULE (50031204T). DECOUPAGE EN UNITES PAR ARRÊTE DU 04/08/2004 A PARTIR DE LA SESSION 2006 (pas de changement de code).;1;DGESCO A2-3;10/12/2020;;341;03
50031219;500;312;T;;CAP;EMPL.VENTE SP. : SERVIC.CLIENTELE;EMPLOYE DE VENTE SPECIALISE OPTION C : SERVICE A LA CLIENTELE (CAP);01/09/2001;31/08/2021;;2002;2021;22/04/2002;29/10/2019;05/08/2004;24/02/2010;12/06/2015;;;;;;;;DECOUPAGE EN UNITES PAR ARRÊTE DU 05/08/2004 A PARTIR DE LA SESSION 2006 (pas de changement de code).;1;DGESCO A2-3;04/05/2021;;341;03
50031220;500;312;T;;CAP;EMPL.VENT.SP.LIBRAIR.PAPET.PRESSE;EMPLOYE DE VENTE SPECIALISE OPTION D : LIBRAIRIE-PAPETERIE-PRESSE (CAP);01/09/2006;31/08/2021;;2008;2021;09/05/2006;29/10/2019;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP EMPLOYE DE LIBRAIRIE-PAPETERIE-PRESSE (50031209T).;1;DGESCO A2-3;04/05/2021;;341;03
50031221;500;312;T;;CAP;POISSONNIER ECAILLER;POISSONNIER ECAILLER (CAP);01/09/2007;;;2009;;20/03/2007;;24/02/2010;12/06/2015;26/04/2016;08/02/2018;;;;;;;REMPLACE LE CAP DE MÊME INTITULE (50031203T).;1;DGESCO A2-3;10/12/2020;;341;03
50031222;500;312;T;;CAP;PRIMEUR;PRIMEUR (CAP);01/09/2018;;;2020;;04/07/2017;;;;;;;;;;;;;1;DGESCO A2-3;10/12/2020;;341;03
50031223;500;312;T;;CAP;FLEURISTE;FLEURISTE (CAP);01/09/2018;;;2020;;16/02/2018;;26/05/2020;;;;;;;;;;;1;DGESCO A2-3;10/12/2020;;341;03
50031224;500;312;T;;CAP;EQUIPIER POLYVALENT DU COMMERCE;EQUIPIER POLYVALENT DU COMMERCE (CAP);01/09/2020;;;2022;;29/10/2019;;;;;;;;;;;;;1;DGESCO A2-3;06/09/2022;;;03
50031299;500;312;M;;CAP;COMMERCE, VENTE;COMMERCE, VENTE;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;341;03
50031301;500;313;T;502906;CAP;PROFESSIONS IMMOBILIERES;PROFESSIONS IMMOBILIERES;01/09/1976;31/08/1995;;;;;;;;;;;;;;;;CREE PAR ERREUR. VOIR 50031303T & 50031304T.;Z;DGESCO A2-3;10/12/2020;;341;03
50031302;500;313;T;503107;CAP;BANQUE;BANQUE (CAP);01/09/1991;31/08/1997;O;1993;1992;17/10/1986;06/08/1991;;;;;;;;;;;REMPLACE PAR LE CAP DE MÊME INTITULE (50031307T).;1;DGESCO A2-3;10/12/2020;;343;03
50031303;500;313;T;502904;CAP;IMMOBILIER_A: COMMIS ADMIN.BIENS;PROFESSIONS IMMOBILIERES OPTION A : COMMIS ADMINISTRATEUR DE BIENS ET DE SYNDIC DE CO-PROPRIETE (CAP);01/09/1976;31/08/2001;;1978;2000;09/03/1976;26/04/1999;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;345;03
50031304;500;313;T;502905;CAP;IMMOBILIER_B: COMMIS D'AGT IMMOB.;PROFESSIONS IMMOBILIERES OPTION B : COMMIS D'AGENT IMMOBILIER ET DE MANDATAIRE EN VENTE ET FONDS DE COMMERCE (CAP);01/09/1976;31/08/2001;;1978;2000;09/03/1976;26/04/1999;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;341;03
50031305;500;313;T;503106;CAP;ASSURANCE;ASSURANCE (CAP);01/09/1985;31/08/2003;;1986;2002;06/08/1985;12/02/2001;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;343;03
50031306;500;313;T;503109;CAP;BOURSE;BOURSE (CAP);01/09/1986;31/08/2006;;1987;2005;06/10/1986;21/02/2005;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;343;03
50031307;500;313;T;503110;CAP;BANQUE;BANQUE (CAP);01/09/1991;31/08/2003;O;1993;2002;06/08/1991;12/02/2001;30/12/1992;19/05/1998;;;;;;;;;A REMPLACE LE CAP DE MÊME INTITULE (50031307). ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;343;03
50031399;500;313;M;;CAP;FINANCES, BANQUE, ASSURANC;FINANCES, BANQUE, ASSURANCES;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;343;03
50031401;500;314;T;502903;CAP;EMPLOYE DE BUREAU;EMPLOYE DE BUREAU (CAP);06/01/1977;31/08/1994;;1979;1990;06/01/1977;25/09/1986;;;;;;;;;;;REMPLACE PAR LE CAP EMPLOYE DES SERVICES ADMINISTRATIFS & COMMERCIAUX (50032403T).;1;DGESCO A2-3;10/12/2020;;999;03
50031402;500;314;T;503108;CAP;EMPLOYE DE COMPTABILITE;EMPLOYE DE COMPTABILITE (CAP);06/01/1977;31/08/1994;;1979;1990;06/01/1977;25/09/1986;;;;;;;;;;;REMPLACE PAR LE CAP EMPLOYE DES SERVICES ADMINISTRATIFS & COMMERCIAUX (50032403T).;1;DGESCO A2-3;10/12/2020;;999;03
50031499;500;314;M;;CAP;COMPTABILITE, GESTION;COMPTABILITE, GESTION;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;344;03
50031599;500;315;M;;CAP;RESS.HUMAINES, PERSONNEL;RESSOURCES HUMAINES, GESTION DU PERSONNEL;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;345;03
50031999;500;319;M;502899;CAP;SPECIALIT.NON SPECIF.DU DOMAIN.31;SPECIALITE NON SPECIFIEE DU DOMAINE : 31;01/01/1992;31/08/2004;;;;01/01/1992;;;;;;;;;;;;;S;DEP B3;10/12/2020;;999;03
50032099;500;320;M;;CAP;SPEC.PLURIVAL.COMMUNICAT;SPECIALITES PLURIVAL.DE LA COMMUNICATION;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;999;03
50032101;500;321;V;;CAP;DESSINAT.EXECUTION COMMUNIC GRAPH;DESSINATEUR D' EXECUTION EN COMMUNICATION GRAPHIQUE (CAP);01/09/1996;31/08/2014;O;1998;2013;13/09/1996;20/06/2011;09/11/2004;24/02/2010;30/05/2011;;;;;;;;REMPL.50032218V. DEC.UNIT.ARR. 09/11/2004 A PART.SES.2006 (sans changt  code). . ABRO. SANS REMPL. Erreur dates DS & SR ds arr.du 30/05/2011. Nouvel arr.20/06/2011;1;DGESCO A2-3;10/12/2020;;213;03
50032199;500;321;M;;CAP;JOURNALISME ET COMMUNICAT;JOURNALISME ET COMMUNICATION;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;320;03
50032201;500;322;U;501430;CAP;IMPRIMEUR CLICHEUR SERIGRAPHE;IMPRIMEUR CLICHEUR SERIGRAPHE (CAP);19/03/1962;02/09/1992;;1964;1990;19/03/1962;15/09/1989;;;;;;;;;;;REMPLACE PAR LE CAP SERIGRAPHIE (50032211S).;1;DGESCO A2-3;10/12/2020;;213;03
50032202;500;322;S;501503;CAP;RELIEUR MAIN (HOMMES);RELIEUR MAIN (HOMMES) (CAP);27/02/1954;31/08/1994;;1954;1992;27/02/1954;16/10/1990;;;;;;;;;;;REMPLACE PAR LE CAP ARTS DE LA RELIURE (50032217V).;1;DGESCO A2-3;10/12/2020;;999;03
50032203;500;322;S;501504;CAP;RELIURE MAIN (FEMMES);RELIURE MAIN (FEMMES) (CAP);27/02/1954;31/08/1994;;1954;1992;27/02/1954;16/10/1990;;;;;;;;;;;REMPLACE PAR LE CAP ARTS DE LA RELIURE (50032217V).;1;DGESCO A2-3;10/12/2020;;999;03
50032204;500;322;S;501512;CAP;CARTONNIER    1E AN.COM.;CARTONNIER 1ERE ANNE COMMUNE CAP;24/07/1981;31/08/1993;O;;;24/07/1981;;;;;;;;;;;;1ERE ANNEE COMMUNE DE 50022605S & 50022606S (ERREUR : 1ERES ANNES RECREEES POUR CHAQUE OPTION.;T;DGESCO A2-3;10/12/2020;;999;03
50032205;500;322;S;501424;CAP;GRAVEUR LITHOGRAPHE;GRAVEUR LITHOGRAPHE (CAP);27/02/1954;31/08/1996;;1954;1995;27/02/1954;22/06/1993;22/06/1993;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032206;500;322;S;501425;CAP;REPORTEUR CONDUCTEUR LITHOGRAPHE;REPORTEUR CONDUCTEUR LITHOGRAPHE (CAP);27/02/1954;31/08/1998;;1954;1997;27/02/1954;31/07/1996;02/05/1955;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032207;500;322;S;501429;CAP;IMPRIMEUR TAILL-DOUCE & TIMBRAGE;IMPRIMEUR EN TAILLE-DOUCE ET TIMBRAGE RELIEF (CAP);12/11/1963;31/08/1998;;1965;1997;12/11/1963;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032208;500;322;S;501431;CAP;GRAVEUR SUR MATRICE;GRAVEUR SUR MATRICE;;31/08/2000;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;NON DEFINI;10/12/2020;;999;03
50032209;500;322;S;501435;CAP;COMPOSITION;COMPOSITION (CAP);18/03/1987;31/08/1999;O;1989;1998;18/03/1987;31/07/1996;17/08/1987;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032210;500;322;S;501436;CAP;IMPRESSION;IMPRESSION (CAP);18/03/1987;31/08/1999;O;1989;1998;18/03/1987;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032211;500;322;S;501440;CAP;SERIGRAPHIE;SERIGRAPHIE (CAP);15/09/1989;31/08/2000;;1990;1999;15/09/1989;12/01/1998;20/08/1992;;;;;;;;;;A REMPLACE LE CAP 50032201U. REMPLACE PAR LE CAP SERIGRAPHIE INDUSTRIELLE (50032225S).;1;DGESCO A2-3;10/12/2020;;213;03
50032212;500;322;S;501443;CAP;COMPOSITEUR IMPRI.METIERS GRAPHIQ;COMPOSITEUR IMPRIMEUR DES METIERS GRAPHIQUES (CAP);05/10/1981;31/08/1998;;1984;1997;05/10/1981;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032213;500;322;S;501445;CAP;MONTEUR INCORPORATEUR COPISTE;MONTEUR INCORPORATEUR COPISTE (CAP);05/10/1981;31/08/1999;;1984;1998;05/10/1981;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032214;500;322;S;501446;CAP;PHOTOGRAPHE INDUSTRIES GRAPHIQUES;PHOTOGRAPHE DES INDUSTRIES GRAPHIQUES (CAP);05/10/1981;31/08/1998;;1984;1997;05/10/1981;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032215;500;322;S;501519;CAP;BROCHEUR RELIEUR PAPETIER INDUST.;BROCHEUR RELIEUR PAPETIER INDUSTRIELS (CAP);18/03/1987;31/08/1996;;1989;1995;18/03/1987;20/08/1992;20/08/1992;;;;;;;;;;REMPLACE PAR LE CAP CONDUITE DE MACHINES AUTOMATISEES DE BROCHURE RELIURE INDUSTRIELLE (50032216U).;1;DGESCO A2-3;10/12/2020;;543;03
50032216;500;322;U;501520;CAP;COND.MACH.DE BROCHUR.RELIUR.INDUS;CONDUITE DE MACHINES AUTOMATISEES DE BROCHURE RELIURE INDUSTRIELLE (CAP);20/08/1992;31/08/2006;O;1994;2005;20/08/1992;16/02/2004;;;;;;;;;;;A REMPLACE LE CAP 50032215S. ABROGE SANS REMPLACEMENT. CETTE ABROGATION EST LIEE A LA CREATION DE LA  MC5 FINITION-FACONNAGE DE PRODUITS IMPRIMES (01032201S).;1;DGESCO A2-3;10/12/2020;;213;03
50032217;500;322;V;503626;CAP;ARTS DE LA RELIURE;ARTS DE LA RELIURE (CAP);16/10/1990;31/08/2019;O;1992;2018;16/10/1990;31/10/2017;27/11/1992;26/05/2009;24/02/2010;12/06/2015;;;;;;;REMPLACE LES CAP DOREUR (50022312V), RELIEUR MAIN HOMMES (50032202S), RELIURE MAIN FEMMES (50032203S). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;10/12/2020;;215;03
50032218;500;322;V;503630;CAP;DESSINAT.EXECUTION EN PUBLICITE;DESSINATEUR D'EXECUTION EN PUBLICITE (CAP);21/10/1968;31/08/1997;;1970;1997;21/10/1968;13/09/1996;25/03/1980;;;;;;;;;;REMPLACE PAR LE CAP DESSINATEUR D'EXECUTION EN COMMUNICATION GRAPHIQUE (50032101V).;1;DGESCO A2-3;10/12/2020;;213;03
50032219;500;322;V;503659;CAP;AGENT GRAPHISTE DECORATEUR;AGENT D'EXECUTION GRAPHISTE DECORATEUR (CAP);19/07/1991;31/08/2006;O;1993;2006;19/07/1991;29/07/2004;10/10/1991;;;;;;;;;;A REMPLACE LE CAP PEINTRE EN LETTRES (50023301S). REMPLACE PAR LE CAP SIGNALETIQUE, ENSEIGNE & DECOR (50032226V).;1;DGESCO A2-3;10/12/2020;;213;03
50032220;500;322;S;503643;CAP;METIERS DE LA GRAVURE : ORNEMENT.;METIERS DE LA GRAVURE OPTION A : GRAVURE D'ORNEMENTATION (CAP);01/09/1992;;O;1995;;09/03/1993;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP GRAVEUR EN TAILLE DOUCE OPTION A ORNEMENTATION (50022347V). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;02/04/2021;;213;03
50032221;500;322;S;503644;CAP;METIERS DE LA GRAVURE : IMPRESS.;METIERS DE LA GRAVURE OPTION B : GRAVURE D'IMPRESSION (CAP);01/09/1992;;O;1995;;09/03/1993;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP GRAVEUR EN TAILLE DOUCE OPTION B - IMPRESSION (50022348V). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;02/04/2021;;213;03
50032222;500;322;S;503680;CAP;METIERS DE LA GRAVURE : MODELE;METIERS DE LA GRAVURE OPTION C : GRAVURE EN MODELE (CAP);01/09/1992;;O;1995;;09/03/1993;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP GRAVEUR SUR METAUX  OPTION A - ACIER SUR MODELE (50022345V). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;02/04/2021;;213;03
50032223;500;322;S;503681;CAP;MET.GRAVURE :MARQUAGE POINCONNAGE;METIERS DE LA GRAVURE OPTION D : MARQUAGE POINCONNAGE (CAP);01/09/1992;;O;1995;;09/03/1993;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP GRAVEUR SUR METAUX  OPTION B - MARQUAGE (50022346V). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;02/04/2021;;213;03
50032225;500;322;V;;CAP;SERIGRAPHIE INDUSTRIELLE;SERIGRAPHIE INDUSTRIELLE(CAP);01/09/1997;;O;2000;;12/01/1999;;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP SERIGRAPHIE (50032211S).;1;DGESCO A2-3;02/04/2021;;213;03
50032226;500;322;V;;CAP;SIGNALETIQUE ENSEIGNE ET DECOR;SIGNALETIQUE, ENSEIGNE ET DECOR (CAP);01/09/2005;31/08/2018;;2007;2018;29/07/2004;27/02/2017;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP AGENT D'EXECUTION GRAPHISTE DECORATEUR (50032219V). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;10/12/2020;;213;03
50032227;500;322;V;;CAP;SIGNALETIQUE ET DECORS GRAPHIQUES;SIGNALETIQUE ET DECORS GRAPHIQUES (CAP);01/09/2017;;;2019;;27/02/2017;;;;;;;;;;;;;1;DGESCO A2-3;10/12/2020;;213;03
50032228;500;322;V;;CAP;ARTS DE LA RELIURE;ARTS DE LA RELIURE (CAP);01/09/2017;;;2019;;31/10/2017;;;;;;;;;;;;;1;DGESCO A2-3;10/12/2020;;215;03
50032299;500;322;M;;CAP;TECHNIQ.IMPRIMERIE EDITION;TECHNIQUES D'IMPRIMERIE ET D'EDITION;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;213;03
50032301;500;323;U;501106;CAP;PROJECTIONNIST.SPECTACL.CINEMATOG;PROJECTIONNISTE DE SPECTACLES CINEMATOGRAPHIQUES (CAP);06/07/1948;31/08/1994;;1950;1991;06/07/1948;18/03/1991;;;;;;;;;;;REMPLACE PAR LE CAP OPERATEUR PROJECTIONNISTE DE L'AUDIOVISUEL (50032302T).;1;DGESCO A2-3;10/12/2020;;999;03
50032302;500;323;T;501107;CAP;OPERATEUR PROJECT.DE L'AUDIOVISU.;OPERATEUR PROJECTIONNISTE DE L'AUDIOVISUEL (CAP);18/03/1991;31/08/2006;;1991;2006;18/03/1991;17/03/2005;;;;;;;;;;;A REMPLACE LE CAP PROJECTIONNISTE DES SPECTACLES CINEMATOGRAPHIQUES (50032301U). REMPLACE PAR LE CAP OPERATEUR PROJECTIONNISTE  DE CINEMA (50032314T).;1;DGESCO A2-3;10/12/2020;;213;03
50032303;500;323;T;501423;CAP;PLUMISTE;PLUMISTE (CAP);27/02/1954;31/08/1998;;1954;1997;27/02/1954;31/07/1996;;;;;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032304;500;323;T;501437;CAP;PHOTOGRAPHE;PHOTOGRAPHE (CAP);02/09/1988;31/08/2000;;1990;2000;02/09/1988;22/10/1999;;;;;;;;;;;REMPLACE PAR LE CAP DE MÊME INTITULE (50032309T).;1;DGESCO A2-3;10/12/2020;;213;03
50032305;500;323;T;501439;CAP;PHOTOGRAPHE OP_B : RETOUCHE;PHOTOGRAPHE OPTION B : RETOUCHE (CAP);15/03/1971;31/08/2001;;1972;2000;15/03/1971;22/10/1999;25/03/1980;05/10/1981;29/05/1985;29/04/1987;;;;;;;ABROGE SANS REMPLACEMENT.;1;DGESCO A2-3;10/12/2020;;213;03
50032306;500;323;T;503679;CAP;MONTEUR EN CHAPITEAUX;MONTEUR EN CHAPITEAUX (CAP);20/07/1977;31/08/2024;;1979;2023;20/07/1977;24/10/2023;24/02/2010;12/06/2015;;;;;;;;;;1;DGESCO A2-3;16/12/2023;;215;03
50032307;500;323;V;503628;CAP;ACCESSOIRISTE REALISATEUR;ACCESSOIRISTE REALISATEUR (CAP);01/09/1993;;O;1995;;26/08/1993;;24/02/2010;12/06/2015;;;;;;;;;CREATION EX NIHILO.;1;DGESCO A2-3;02/04/2021;;213;03
50032308;500;323;V;503631;CAP;ACCORDEUR DE PIANOS;ACCORDEUR DE PIANO (CAP);01/09/1994;;;1995;;25/08/1994;;24/02/2010;12/06/2015;;;;;;;;;CREATION EX NIHILO. CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;02/04/2021;;215;03
50032309;500;323;T;;CAP;PHOTOGRAPHE;PHOTOGRAPHE (CAP);01/09/2000;31/08/2014;;2001;2013;22/10/1999;22/12/2011;06/12/2001;17/03/2005;24/02/2010;;;;;;;;REMPLACE LE CAP  MÊME INTITULE (50032304T). DECOUPAGE EN UNITES PAR ARRÊTE DU 17/03/2005 A PARTIR DE LA SESSION 2007 (pas de changement de code). CAP "METIERS D'ART" (arrêté du 29/06/2007).;1;DGESCO A2-3;10/12/2020;;213;03
50032310;500;323;V;;CAP;ASS.TECH.INSTR.MUSIQ. : ACCORDEON;ASSISTANT TECHNIQUE EN INSTRUMENTS DE MUSIQUE OPTION ACCORDEON (CAP);01/09/2001;;;2003;;05/09/2001;;27/10/2004;06/10/2005;24/02/2010;12/06/2015;;;;;;;REMPL., AVEC AUTRES OPT., CAP FACT.INSTR.VENTS (50022355V) FACT.GUIT.(50023434V) FACT.PIAN.(50023436V). DECOUP.UNIT. ARR.27/10/2004 A PARTIR SES.2006 (Code idem). CAP "METIERS D'ART" (arr.29/06/2007).;1;DGESCO A2-3;02/04/2021;;215;03
50032311;500;323;V;;CAP;ASS.TECH.INSTR.MUSIQ.  INSTR.VENT;ASSISTANT TECHNIQUE EN INSTRUMENTS DE MUSIQUE OPTION INSTRUMENTS A VENTS (CAP);01/09/2001;;;2003;;05/09/2001;;27/10/2004;06/10/2005;24/02/2010;12/06/2015;;;;;;;REMPL., AVEC AUTRES OPT., CAP FACT.INSTR.VENTS (50022355V) FACT.GUIT.(50023434V) FACT.PIAN.(50023436V). DECOUP.UNIT. ARR.27/10/2004 A PARTIR SES.2006 (Code idem). CAP "METIERS D'ART" (arr.29/06/2007).;1;DGESCO A2-3;02/04/2021;;215;03
50032312;500;323;V;;CAP;ASS.TECH.INSTR.MUSIQ. : PIANO;ASSISTANT TECHNIQUE EN INSTRUMENTS DE MUSIQUE OPTION PIANO (CAP);01/09/2001;;;2003;;05/09/2001;;27/10/2004;06/10/2005;24/02/2010;12/06/2015;;;;;;;REMPL., AVEC AUTRES OPT., CAP FACT.INSTR.VENTS (50022355V) FACT.GUIT.(50023434V) FACT.PIAN.(50023436V). DECOUP.UNIT. ARR.27/10/2004 A PARTIR SES.2006 (Code idem). CAP "METIERS D'ART" (arr.29/06/2007).;1;DGESCO A2-3;02/04/2021;;215;03
50032313;500;323;V;;CAP;ASS.TECH.INSTR.MUSIQ. : GUITARE;ASSISTANT TECHNIQUE EN INSTRUMENTS DE MUSIQUE OPTION GUITARE (CAP);01/09/2001;;;2003;;05/09/2001;;27/10/2004;06/10/2005;24/02/2010;12/06/2015;;;;;;;REMPL., AVEC AUTRES OPT., CAP FACT.INSTR.VENTS (50022355V) FACT.GUIT.(50023434V) FACT.PIAN.(50023436V). DECOUP.UNIT. ARR.27/10/2004 A PARTIR SES.2006 (Code idem). CAP "METIERS D'ART" (arr.29/06/2007).;1;DGESCO A2-3;02/04/2021;;215;03
50032314;500;323;T;;CAP;OPERATEUR PROJECTIONNISTE  CINEMA;OPERATEUR PROJECTIONNISTE  DE CINEMA (CAP);01/09/2005;31/08/2020;;2007;2019;17/03/2005;23/07/2018;24/02/2010;12/06/2015;;;;;;;;;REMPLACE LE CAP OPERATEUR PROJECTIONNISTE DE L'AUDIOVISUEL (50032302T).;1;DGESCO A2-3;10/12/2020;;213;03
50032399;500;323;M;;CAP;TECHN. IMAGE SON SPECTACLE;TECHNIQUES DE IMAGE, SON, SPECTACLE;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;999;03
50032401;500;324;T;503001;CAP;STENODACTYLOGRAPHE;STENODACTYLOGRAPHE (CAP);07/06/1962;31/08/1994;;1964;1991;07/06/1962;25/09/1986;;;;;;;;;;;REMPLACE PAR LE CAP EMPLOYE DES SERVICES ADMINISTRATIFS & COMMERCIAUX (50032403T).;1;DGESCO A2-3;10/12/2020;;999;03
50032402;500;324;T;502902;CAP;EMPLOIS BUREAU SECTIONS ADMINITR.;EMPLOIS DE BUREAU -SECTIONS ADMINISTRATIVES;;31/08/2000;;;;01/01/1901;;;;;;;;;;;;EXAMEN DEPARTEMENTAL OU EQUIVALENT. DF 2000 PAR SPN;L;NON DEFINI;10/12/2020;;999;03
50032403;500;324;T;503002;CAP;EMPLOYE SERV.ADMIN.& COMMERCIAUX;EMPLOYE DES SERVICES ADMINISTRATIFS ET COMMERCIAUX (CAP);09/10/1986;31/08/1996;O;1988;1995;09/10/1986;16/07/1993;11/01/1988;09/08/1989;22/11/1989;16/07/1993;;;;;;;REMPLACE LES CAP EMPLOYE DE BUREAU (50031401T), EMPLOYE DE COMPTABILITE (50031402T), STENODACTYLOGRAPHE (50032401T). ABROGE NON REMPLACE.;1;DGESCO A2-3;10/12/2020;;346;03
50032499;500;324;M;;CAP;SECRETARIAT, BUREAUTIQUE;SECRETARIAT, BUREAUTIQUE;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;346;03
50032599;500;325;M;;CAP;DOCUM., BIBLIOTH., ;DOCUMENTATION, BIBLIOTH., ADMIN.DONNEES;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;322;03
50032699;500;326;M;;CAP;INFORMATIQ, TRAITMT INFORM;INFORMATIQUE, TRAITEMT DE L'INFORMATION;01/09/2004;31/08/2011;;;;;;;;;;;;;;;;Support créé par groupe de spécialités pour Mef académiques CAP 3 ans.;S;DGESCO A2-3;10/12/2020;;481;03
50032999;500;329;M;501499;CAP;SPECIALIT.NON SPECIF.DU DOMAIN.32;SPECIALITE NON SPECIFIEE DU DOMAINE : 32;;31/08/2004;;;;;;;;;;;;;;;;;S;DEP B3;10/12/2020;;999;03
50033001;500;330;T;504608;CAP;SPORT PROFESSIONNEL;SPORT PROFESSIONNEL;01/01/1992;31/08/1994;;;;01/01/1992;;;;;;;;;;;;CREE PAR ERREUR. Mis à Z tardivement (11/01/2000);Z;NON DEFINI;10/12/2020;;999;03
50033002;500;330;T;;CAP;AGENT ACCOMPAGNANT AU GRAND AGE;AGENT ACCOMPAGNANT AU GRAND AGE (CAP);01/09/2023;;;2025;;06/02/2023;;;;;;;;;;;;;1;DGESCO A2-3;07/04/2023;;;03
